Brand,Model,Price,RAM,Memory,Screen_size,Status,Warranty,Graphic_card,Processor Type,Alpha
Dell,Latitude,7800000.0,8,256,14,10,5,2,Intel Core i5,100
Dell,Inspiron,12500000.0,8,64,16,5,5,2,Intel Core i7,50
Dell,Precision,11500000.0,8,256,16,5,5,5,Intel Core i7,125
HP,Elitebook,14500000.0,8,512,14,5,5,2,Intel Core i7,50
Apple,Macbook Air,13500000.0,8,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,25700000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,7000000.0,4,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,5500000.0,4,128,12,5,5,2,Intel Core i5,50
Dell,Latitude,7500000.0,4,128,12,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,6500000.0,4,128,14,5,5,5,Intel Core i3,125
Dell,XPS,15500000.0,8,256,12,5,5,2,Intel Core i5,50
MSI,GX Series,22000000.0,16,256,12,5,5,5,Intel Core i7,125
Asus,VivoBook S Series,7000000.0,16,256,12,5,5,5,Intel Core i7,125
Apple,Macbook Air,9500000.0,8,256,14,5,5,5,Intel Core i7,125
Asus,FX Series/ZX Series,15000000.0,8,512,16,5,5,5,Ryzen 7,125
HP,ProBook,5300000.0,4,128,16,5,5,2,Intel Core i5,50
Dell,Vostro,8900000.0,8,500,14,5,5,2,Intel Core i5,50
Dell,Inspiron,9990000.0,8,256,16,5,5,5,Intel Core i5,125
Dell,Vostro,7800000.0,64,128,16,5,5,5,Intel Core i5,125
Asus,Dòng Khác,12300000.0,8,128,16,5,5,5,Ryzen 5,125
Asus,Dòng Khác,14500000.0,8,128,16,5,5,5,Ryzen 5,125
Dell,Inspiron,7400000.0,4,128,16,5,5,5,Intel Core i5,125
Panasonic,CF,7600000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,XPS,18000000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Vostro,5500000.0,4,1024,16,5,5,5,Intel Core i5,125
Dell,Latitude,6900000.0,4,128,12,5,5,2,Intel Core i5,50
Dell,Latitude,8950000.0,8,256,14,5,5,5,Intel Core i5,125
Dell,XPS,13300000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,Inspiron,7400000.0,4,128,16,5,5,5,Intel Core i5,125
Apple,Macbook Pro,27000000.0,4,256,14,5,5,2,Intel Core i5,50
HP,Pavilion,11600000.0,8,256,14,5,5,2,Intel Core i7,50
HP,Elitebook,6300000.0,4,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,14500000.0,8,128,14,10,5,2,Intel Core i5,100
Dell,Vostro,7900000.0,4,1024,14,5,5,2,Intel Core i3,50
Dell,Latitude,7999000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Inspiron,14700000.0,16,512,16,10,5,5,Intel Core i7,250
Asus,ASUSPRO,8500000.0,4,1024,16,5,5,2,Intel Core i3,50
Dell,Latitude,6900000.0,4,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,6500000.0,4,250,16,5,5,2,Intel Core i7,50
Dell,Inspiron,18000000.0,8,480,16,5,5,5,Intel Core i7,125
Dell,Dòng Khác,26000000.0,8,256,16,10,5,5,Intel Core i7,250
Dell,Latitude,7700000.0,8,256,16,5,5,5,Intel Core i7,125
HP,Notebook,6600000.0,4,512,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,13500000.0,8,256,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,5650000.0,4,250,12,5,5,2,Intel Core i5,50
Asus,ROG Strix Scar,28800000.0,16,1024,16,10,5,5,Ryzen 7,250
HP,Elitebook,6900000.0,8,128,18,5,5,5,Intel Core i7,125
HP,Elitebook,7500000.0,8,128,18,5,5,5,Intel Core i7,125
Dell,Inspiron,12800000.0,8,256,16,5,5,2,Intel Core i5,50
Dell,Latitude,6000000.0,4,128,12,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,6000000.0,8,256,12,5,5,2,Intel Core i5,50
Dell,Precision,8600000.0,8,250,18,5,5,5,Intel Core i7,125
Acer,Aspire,8499000.0,4,256,16,5,5,2,Intel Core i5,50
HP,Elitebook,6200000.0,4,128,16,5,5,2,Intel Core i7,50
Dell,Latitude,7250000.0,8,256,14,10,5,2,Intel Core i5,100
Asus,Dòng Khác,5000000.0,8,256,14,10,5,2,Intel Core i5,100
Asus,X series,7500000.0,8,128,16,5,5,5,Intel Core i5,125
Dell,Latitude,7500000.0,8,250,14,5,5,2,Intel Core i5,50
Dell,Vostro,6500000.0,4,500,14,5,5,2,Intel Core i3,50
Apple,Macbook Pro Touch Bar,28500000.0,16,500,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,16000000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Vostro,5999000.0,4,500,14,5,5,5,Intel Core i5,125
Dell,Latitude,9500000.0,8,256,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro Touch Bar,18900000.0,16,256,16,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,5900000.0,4,128,14,5,5,2,Intel Core i3,50
Dell,Latitude,6500000.0,4,250,16,5,5,2,Intel Core i5,50
Dell,Inspiron,7400000.0,4,500,16,5,5,5,Intel Core i5,125
Hãng Khác,Dòng Khác,6500000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,XPS,13900000.0,4,256,14,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,5200000.0,4,256,14,5,5,2,Intel Core i3,50
Hãng Khác,Dòng Khác,15300000.0,16,256,16,5,5,2,Intel Core i7,50
Apple,Macbook Air,27000000.0,4,256,14,10,5,2,Intel Core i5,100
HP,Elitebook,8000000.0,8,128,16,5,5,5,Intel Core i7,125
Dell,Inspiron,5950000.0,4,128,16,5,5,2,Intel Core i3,50
Apple,Macbook Air,9500000.0,4,128,14,10,5,2,Intel Core i5,100
Asus,X series,14500000.0,8,512,16,10,5,5,Intel Core i5,250
Dell,Latitude,8250000.0,8,256,14,5,5,2,Intel Core i5,50
Acer,Aspire,9000000.0,4,256,16,5,5,2,Intel Core i5,50
Asus,VivoBook S Series,10000000.0,8,1024,16,5,5,5,Intel Core i5,125
Dell,Precision Mobile Workstations,45000000.0,16,512,16,10,5,5,Intel Core i7,250
Apple,Macbook Pro,17500000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Vostro,9600000.0,16,480,14,10,5,2,Intel Core i5,100
HP,Notebook,11000000.0,4,512,16,10,5,2,Intel Core i3,100
Apple,Macbook Air,10500000.0,8,128,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,20500000.0,16,512,14,5,5,2,Intel Core i7,50
Lenovo,ThinkPad,12900000.0,8,256,12,5,5,2,Intel Core i5,50
Dell,Inspiron,16800000.0,8,256,16,5,5,5,Intel Core i5,125
Dell,Latitude,6500000.0,4,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,19500000.0,16,256,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,5200000.0,4,128,16,5,5,2,Intel Core i5,50
HP,Pavilion,15000000.0,8,512,16,5,5,5,Intel Core i7,125
Dell,Latitude,8500000.0,8,256,16,5,5,2,Intel Core i7,50
Sony,E Series,5500000.0,4,128,16,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,7400000.0,8,250,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,13200000.0,8,128,14,5,5,2,Intel Core i5,50
HP,Envy,21900000.0,16,1024,16,10,5,2,Intel Core i7,100
Apple,Macbook Air,10500000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,6800000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,14300000.0,8,256,16,5,5,5,Intel Core i7,125
HP,Dòng Khác,9000000.0,8,256,14,5,5,2,Intel Core i5,50
Lenovo,Dòng Khác,5500000.0,8,256,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,23990000.0,16,512,14,5,5,2,Intel Core i7,50
Apple,Macbook Pro Touch Bar,69000000.0,32,1024,16,10,5,5,Intel Core i9,250
Dell,Latitude,10500000.0,16,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,7600000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,Latitude,6100000.0,4,128,14,5,5,2,Intel Core i5,50
HP,Elitebook,5000000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Precision,12500000.0,8,256,18,5,5,5,Intel Core i7,125
Asus,G series,12000000.0,16,1024,16,1,5,5,Intel Core i7,25
Acer,Swift,6500000.0,4,128,14,5,5,2,Intel Core i3,50
Apple,Macbook Pro,19000000.0,8,128,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,17800000.0,8,256,12,5,5,2,Intel Core i5,50
Dell,Vostro,8800000.0,4,64,14,5,5,5,Intel Core i5,125
HP,ZBook,15000000.0,8,256,16,5,5,5,Intel Core i7,125
Dell,Inspiron,10600000.0,8,512,16,5,5,5,Intel Core i5,125
Dell,Inspiron,7900000.0,4,500,16,5,5,5,Intel Core i5,125
Dell,Precision,16900000.0,16,256,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro,16500000.0,8,256,14,5,5,2,Intel Core i5,50
Asus,A series,8200000.0,4,512,16,5,5,5,Intel Core i5,125
Apple,Macbook Air,9000000.0,8,128,14,5,5,2,Intel Core i7,50
Dell,Vostro,7400000.0,4,1024,14,5,5,5,Intel Core i7,125
Asus,A series,7800000.0,4,256,16,5,5,2,Intel Core i5,50
Dell,Latitude,7500000.0,8,512,14,5,5,5,Intel Core i7,125
Asus,VivoBook S Series,8200000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,7400000.0,4,500,16,5,5,5,Intel Core i5,125
Dell,Dòng Khác,20499000.0,8,128,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro,14900000.0,8,128,14,5,5,2,Intel Core i5,50
Asus,K series,7000000.0,8,128,14,5,5,5,Intel Core i5,125
Apple,Macbook Pro,19900000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,5200000.0,4,128,14,5,5,2,Intel Core i3,50
Dell,Precision,9000000.0,8,128,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro,18600000.0,8,128,14,5,5,2,Intel Core i5,50
HP,Elitebook,6700000.0,8,2048,12,5,5,2,Intel Core i5,50
Dell,Latitude,10500000.0,8,256,14,5,5,2,Intel Core i7,50
HP,Pavilion,6500000.0,8,128,16,5,5,5,Intel Core i5,125
Lenovo,IdeaPad,5400000.0,4,250,16,5,5,2,Intel Core i3,50
Dell,Latitude,6500000.0,4,128,16,5,5,5,Intel Core i5,125
Lenovo,ThinkPad,21599000.0,8,256,16,5,5,5,Intel Core i7,125
Dell,Latitude,14800000.0,16,512,14,5,5,5,Intel Core i7,125
Asus,A series,8500000.0,8,256,16,5,5,5,Intel Core i5,125
Acer,Dòng Khác,5900000.0,8,256,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,26900000.0,8,256,12,10,5,2,Intel Core i7,100
Razer,Dòng Khác,26000000.0,16,512,16,5,5,5,Intel Core i7,125
Asus,VivoBook S Series,8800000.0,8,1024,14,5,5,2,Intel Core i5,50
Dell,Latitude,6500000.0,4,256,16,5,5,2,Intel Core i5,50
Dell,Latitude,6000000.0,4,256,16,5,5,2,Intel Core i5,50
Asus,U series,6600000.0,4,128,16,5,5,2,Intel Core i3,50
Dell,Inspiron,7400000.0,4,500,16,5,5,5,Intel Core i5,125
Acer,Aspire,7600000.0,4,256,16,5,5,2,Intel Core i3,50
Apple,Macbook Air,10900000.0,4,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,6100000.0,4,500,14,5,5,5,Intel Core i5,125
Acer,Aspire,10200000.0,4,250,16,10,5,2,Intel Core i5,100
Dell,Inspiron,14690000.0,8,128,16,5,5,5,Intel Core i5,125
Dell,Inspiron,8500000.0,4,128,16,5,5,5,Intel Core i5,125
Hãng Khác,Dòng Khác,10000000.0,4,128,16,5,5,5,Intel Core i5,125
Acer,Aspire,9100000.0,8,128,16,5,5,2,Intel Core i5,50
Apple,Macbook Pro,15500000.0,16,256,16,5,5,2,Intel Core i7,50
Apple,Macbook Pro,7400000.0,16,256,16,5,5,2,Intel Core i7,50
Dell,Latitude,5200000.0,8,256,16,5,5,2,Intel Core i7,50
Asus,ROG Strix Scar,16500000.0,16,500,16,10,5,5,Intel Core i7,250
Asus,VivoBook S Series,8800000.0,4,1024,14,5,5,2,Intel Core i5,50
HP,Notebook,6500000.0,4,128,16,5,5,2,Intel Core i5,50
MSI,GF Series,16200000.0,8,512,16,5,5,5,Ryzen 5,125
HP,ProBook,6000000.0,8,1024,16,5,5,2,Intel Core i7,50
HP,Elitebook,7500000.0,8,256,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,21000000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,6500000.0,4,256,16,5,5,2,Intel Core i5,50
Acer,Nitro 5,17590000.0,8,256,16,10,5,5,Intel Core i5,250
Apple,Macbook Air,15000000.0,6,250,16,5,5,2,Intel Core i3,50
Hãng Khác,Dòng Khác,6400000.0,4,128,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,8500000.0,8,256,12,5,5,2,Intel Core i7,50
Dell,Latitude,5300000.0,4,128,14,5,5,2,Intel Core i5,50
MSI,GL Series,10500000.0,8,1024,16,5,5,5,Intel Core i5,125
Asus,X series,5800000.0,4,500,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,15400000.0,16,256,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro,40000000.0,4,128,16,5,5,2,Intel Core i7,50
Acer,Aspire,5500000.0,4,128,16,5,5,2,Intel Core i7,50
Apple,Macbook,15000000.0,4,320,14,5,5,2,Intel Core i3,50
Dell,Vostro,6500000.0,8,256,16,5,5,2,Intel Core i5,50
Asus,S series,8200000.0,4,128,16,5,5,2,Intel Core i3,50
Hãng Khác,Dòng Khác,5999000.0,4,128,12,5,5,2,Intel Core i5,50
Dell,Vostro,12500000.0,8,256,14,10,5,2,Intel Core i5,100
Lenovo,ThinkPad,8900000.0,8,256,14,5,5,2,Intel Core i5,50
HP,Elitebook,7500000.0,8,256,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,10500000.0,8,256,14,5,5,2,Intel Core i7,50
Asus,S series,6300000.0,4,1024,16,5,5,2,Intel Core i3,50
Lenovo,ThinkPad,7800000.0,8,256,14,1,5,2,Intel Core i7,10
Apple,Macbook Pro,54990000.0,32,1024,16,5,5,5,Intel Core i9,125
Dell,Latitude,10200000.0,8,256,14,10,5,2,Intel Core i7,100
Dell,Inspiron,12590000.0,8,1024,16,5,5,5,Intel Core i7,125
Dell,Inspiron,10300000.0,8,128,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro Touch Bar,22500000.0,8,128,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,20500000.0,16,512,16,5,5,2,Intel Core i7,50
Apple,Macbook Pro,24500000.0,16,500,16,1,5,5,Intel Core i7,25
Apple,Macbook Pro,5000000.0,16,500,16,5,5,5,Intel Core i7,125
Apple,Macbook Air,5700000.0,4,500,12,5,5,2,Intel Core i5,50
Apple,Macbook Pro,15400000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,5500000.0,4,128,16,5,5,2,Intel Core i5,50
Dell,Vostro,12345000.0,8,2048,16,10,5,5,Intel Core i5,250
Apple,Macbook Air,14999000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,14000000.0,8,128,16,5,5,5,Intel Core i5,125
Apple,Macbook Pro,8200000.0,8,250,16,5,5,5,Intel Core i7,125
Asus,X series,10500000.0,8,2048,16,5,5,5,Intel Core i5,125
Lenovo,ThinkPad,14500000.0,8,256,14,10,5,2,Intel Core i5,100
Dell,Precision,15500000.0,16,256,16,5,5,2,Intel Core i5,50
Dell,Inspiron,9800000.0,8,1024,16,10,5,2,Intel Core i5,100
Hãng Khác,Dòng Khác,6000000.0,4,256,16,5,5,2,Intel Core i5,50
Dell,Precision,20900000.0,16,512,16,5,5,5,Intel Core i7,125
Acer,Helios,19900000.0,8,128,16,10,5,5,Intel Core i7,250
HP,ZBook,13000000.0,16,256,16,5,5,5,Intel Core i7,125
Apple,Macbook Air,8800000.0,8,128,14,5,5,2,Intel Core i5,50
HP,Dòng Khác,5200000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Vostro,8000000.0,4,500,16,5,5,2,Intel Core i5,50
Dell,Latitude,7900000.0,4,64,14,5,5,2,Intel Core i5,50
Dell,Latitude,6000000.0,4,128,12,5,5,2,Intel Core i5,50
Asus,ROG Strix Scar,12800000.0,8,128,16,10,5,5,Intel Core i7,250
HP,ProBook,6500000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,14900000.0,16,256,12,5,5,2,Intel Core i7,50
Dell,Precision,14000000.0,16,512,16,5,5,5,Intel Core i7,125
HP,Elitebook,5200000.0,4,128,14,10,5,2,Intel Core i5,100
Dell,Precision Mobile Workstations,8900000.0,8,256,16,5,5,5,Intel Core i7,125
HP,Pavilion,6900000.0,4,256,14,5,5,2,Intel Core i3,50
Lenovo,IdeaPad,6400000.0,4,256,16,5,5,5,Intel Core i3,125
Dell,Latitude,12500000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Dòng Khác,5700000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,12500000.0,8,256,14,5,5,5,Ryzen 5,125
Dell,Inspiron,7400000.0,8,256,14,5,5,5,Ryzen 5,125
Asus,VivoBook S Series,7500000.0,8,500,16,5,5,2,Intel Core i5,50
Apple,Macbook Pro,20000000.0,16,500,16,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,12000000.0,8,128,16,5,5,5,Intel Core i5,125
Lenovo,ThinkPad,5500000.0,8,64,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,15000000.0,6,128,16,5,5,2,Intel Core i5,50
Dell,XPS,13900000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,XPS,5000000.0,8,256,14,5,5,2,Intel Core i5,50
Lenovo,Dòng Khác,8000000.0,8,256,14,5,5,2,Intel Core i5,50
Asus,ASUSPRO,8000000.0,4,128,16,5,5,5,Intel Core i5,125
Apple,Macbook Air,8500000.0,4,320,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,13500000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,7400000.0,4,500,14,5,5,5,Intel Core i5,125
Dell,XPS,21000000.0,8,256,14,5,5,2,Intel Core i7,50
Lenovo,ThinkPad,18000000.0,8,512,14,5,5,2,Intel Core i5,50
HP,ZBook,7500000.0,8,256,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro,14300000.0,8,128,14,5,5,2,Intel Core i5,50
Acer,Aspire,6500000.0,4,1024,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,7000000.0,8,128,12,5,5,2,Intel Core i5,50
Dell,Latitude,5500000.0,4,128,12,1,5,2,Intel Core i5,10
Dell,Latitude,10000000.0,4,128,12,5,5,2,Intel Core i5,50
Asus,VivoBook S Series,15000000.0,16,512,16,10,5,2,Intel Core i5,100
Dell,Inspiron,8900000.0,8,128,16,10,5,5,Intel Core i5,250
HP,ProBook,8500000.0,8,250,16,5,5,2,Intel Core i5,50
HP,Pavilion,5900000.0,8,128,16,5,5,5,Intel Core i5,125
Lenovo,Dòng Khác,8999000.0,4,128,18,5,5,5,Intel Core i5,125
Apple,Macbook Air,7800000.0,4,128,18,5,5,5,Intel Core i5,125
Dell,Latitude,9111000.0,8,640,18,5,5,5,Intel Core i7,125
Dell,Latitude,7400000.0,8,256,14,5,5,2,Intel Core i5,50
Asus,A series,6500000.0,4,500,14,5,5,2,Intel Core i5,50
HP,Compaq,32000000.0,4,500,14,10,5,5,Intel Core i5,250
Dell,Inspiron,6500000.0,4,128,16,5,5,2,Intel Core i5,50
Dell,XPS,16500000.0,8,256,12,10,5,2,Intel Core i5,100
HP,ProBook,7400000.0,4,128,16,5,5,2,Intel Core i5,50
Dell,Vostro,8500000.0,4,128,14,5,5,5,Intel Core i5,125
Dell,Vostro,7900000.0,4,128,14,5,5,5,Intel Core i5,125
Asus,A series,8200000.0,4,256,14,5,5,2,Intel Core i3,50
Dell,Latitude,5000000.0,4,320,16,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,9500000.0,8,512,16,5,5,2,Intel Core i3,50
HP,Elitebook,11500000.0,8,256,14,5,5,2,Intel Core i7,50
Apple,Macbook,7500000.0,8,128,12,1,5,2,Intel Core i5,10
Apple,Macbook Pro,21500000.0,16,512,16,5,5,5,Intel Core i7,125
HP,Pavilion,8300000.0,4,128,14,5,5,2,Intel Core i3,50
HP,Pavilion,10800000.0,4,1024,16,5,5,2,Intel Core i5,50
Dell,Inspiron,8500000.0,4,128,14,5,5,5,Intel Core i5,125
Dell,Latitude,9000000.0,8,256,16,5,5,2,Intel Core i5,50
Apple,Macbook Pro,6300000.0,8,128,16,5,5,2,Intel Core i7,50
Hãng Khác,Dòng Khác,5999000.0,4,500,16,5,5,5,Intel Core i5,125
Dell,Inspiron,30500000.0,16,128,16,10,5,5,Intel Core i7,250
Asus,Dòng Khác,9000000.0,4,256,14,10,5,2,Intel Core i5,100
Dell,Precision,17900000.0,8,256,16,5,5,5,Intel Core i7,125
Asus,A series,9950000.0,16,256,16,5,5,5,Intel Core i7,125
Dell,Precision,22500000.0,16,512,16,5,5,5,Intel Core i7,125
Toshiba,Satellite Series,15000000.0,4,320,16,5,5,2,Intel Pentium,50
Apple,Dòng Khác,12000000.0,8,512,22,5,5,2,Intel Core i5,50
Dell,Precision,13600000.0,16,256,18,5,5,5,Intel Core i7,125
HP,Pavilion,8300000.0,4,1024,14,10,5,2,Intel Core i3,100
Lenovo,ThinkPad,10000000.0,16,500,16,5,5,2,Intel Core i7,50
Dell,Latitude,7900000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,XPS,23500000.0,16,256,14,5,5,2,Intel Core i7,50
HP,Pavilion,6990000.0,4,250,14,5,5,2,Intel Core i3,50
Asus,X series,7750000.0,4,250,16,5,5,5,Intel Core i5,125
Dell,Inspiron,7400000.0,4,128,14,5,5,5,Intel Core i5,125
Sony,Dòng Khác,5500000.0,4,128,14,5,5,5,Intel Core i5,125
Dell,Vostro,5550000.0,8,500,14,5,5,5,Intel Core i5,125
Apple,Macbook Pro,20000000.0,8,128,14,5,5,5,Intel Core i5,125
Dell,Precision Mobile Workstations,10900000.0,8,1024,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro,13500000.0,8,256,16,5,5,2,Intel Core i7,50
HP,Elitebook,5000000.0,4,480,16,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,5400000.0,4,128,12,5,5,2,Intel Core i5,50
Dell,Precision,13000000.0,8,512,16,5,5,5,Intel Core i7,125
Dell,Latitude,12700000.0,16,256,16,5,5,2,Intel Core i5,50
Acer,Aspire,6100000.0,4,1024,16,5,5,5,Intel Core i5,125
Apple,Macbook Pro Touch Bar,63500000.0,32,512,16,10,5,2,Intel Core i9,100
Apple,Macbook Pro Touch Bar,46000000.0,16,512,16,10,5,5,Intel Core i7,250
HP,ProBook,5000000.0,8,500,14,5,5,2,Intel Core i5,50
HP,Elitebook,9300000.0,8,256,16,5,5,5,Intel Core i7,125
HP,Elitebook,7500000.0,8,256,16,5,5,5,Intel Core i7,125
Dell,Inspiron,8500000.0,8,256,16,5,5,5,Intel Core i7,125
Hãng Khác,Dòng Khác,22900000.0,8,256,12,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,12700000.0,8,128,14,5,5,5,Intel Core i7,125
Asus,G series,29000000.0,8,128,14,10,5,5,Intel Core i7,250
Asus,Dòng Khác,11500000.0,8,128,16,5,5,5,Intel Core i5,125
MSI,GS Series,32790000.0,32,512,16,5,5,5,Intel Core i7,125
Hãng Khác,Dòng Khác,5700000.0,4,500,16,1,5,5,Intel Core i5,25
Hãng Khác,Dòng Khác,5300000.0,4,500,16,1,5,5,Intel Core i5,25
Dell,Latitude,6000000.0,4,128,14,5,5,2,Intel Core i5,50
HP,Elitebook,8500000.0,8,320,12,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,21000000.0,16,256,14,10,5,2,Intel Core i7,100
Asus,G series,9300000.0,8,2048,16,5,5,5,Intel Core i5,125
Asus,FX Series/ZX Series,18500000.0,8,512,14,5,5,5,Intel Core i7,125
Lenovo,IdeaPad,5900000.0,8,1024,16,5,5,2,Intel Core i7,50
Apple,Macbook Pro,5700000.0,4,1024,14,10,5,5,Intel Core i5,250
Dell,Latitude,16500000.0,8,256,14,5,5,2,Intel Core i7,50
HP,Elitebook,8600000.0,8,256,14,5,5,2,Intel Core i5,50
Asus,X series,5700000.0,4,500,16,5,5,5,Intel Core i3,125
Asus,ROG Strix Scar,17999000.0,8,512,16,10,5,5,Intel Core i5,250
Dell,Dòng Khác,5000000.0,4,64,16,5,5,2,Intel Core i3,50
Asus,VivoBook S Series,12900000.0,4,512,16,5,5,2,Intel Core i5,50
Dell,Latitude,8200000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,XPS,17900000.0,16,256,16,5,5,5,Intel Core i7,125
Dell,Precision Mobile Workstations,17700000.0,16,512,18,5,5,5,Intel Core i7,125
Apple,Macbook Pro,18000000.0,8,500,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,13990000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Precision,18700000.0,16,512,18,5,5,5,Intel Core i7,125
Apple,Macbook Pro,11600000.0,8,128,12,5,5,2,Intel Core i5,50
Acer,Aspire,6700000.0,4,128,14,5,5,2,Intel Core i5,50
Acer,Aspire,5000000.0,4,128,14,5,5,2,Intel Core i5,50
Asus,FX Series/ZX Series,14500000.0,8,256,16,5,5,5,Intel Core i5,125
Dell,Inspiron,8500000.0,8,500,16,5,5,5,Intel Core i5,125
Dell,Precision,17200000.0,16,512,16,5,5,5,Intel Core i7,125
Dell,Precision,6500000.0,16,512,16,5,5,5,Intel Core i7,125
Acer,Aspire,12800000.0,8,512,16,5,5,2,Intel Core i5,50
Dell,Latitude,7500000.0,4,128,12,5,5,2,Intel Core i5,50
Apple,Macbook Pro,10999000.0,16,128,14,5,5,2,Intel Core i5,50
Asus,S series,7900000.0,4,1024,14,5,5,2,Intel Core i3,50
Lenovo,Yoga,9000000.0,4,1024,14,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,7800000.0,8,250,16,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,10500000.0,8,512,16,10,5,2,Intel Core i5,100
Dell,Vostro,6500000.0,4,128,14,5,5,2,Intel Core i3,50
Apple,Macbook Air,8700000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,7500000.0,4,128,14,5,5,5,Intel Core i7,125
Acer,Helios,27300000.0,16,512,16,10,5,5,Intel Core i7,250
Apple,Macbook Air,9000000.0,4,750,12,5,5,5,Intel Core i5,125
Dell,Precision,17800000.0,16,256,16,10,5,5,Intel Core i7,250
Apple,Macbook Pro,6000000.0,4,128,14,5,5,2,Intel Core i5,50
Asus,G series,8500000.0,4,500,16,5,5,5,Intel Core i5,125
Sony,Dòng Khác,8000000.0,4,500,16,1,5,5,Intel Core i5,25
MSI,GL Series,27300000.0,16,512,18,5,5,5,Intel Core i7,125
Lenovo,IdeaPad,14390000.0,8,256,14,10,5,2,Intel Core i5,100
Hãng Khác,Dòng Khác,10000000.0,8,128,12,5,5,2,Intel Core i5,50
Apple,Macbook Pro,25700000.0,8,128,12,5,5,2,Intel Core i5,50
Apple,Macbook Pro,26999000.0,8,512,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,7499000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,7400000.0,4,500,16,5,1,5,Intel Core i5,25
